track_id,path,genre
BigRoom013__bastille_send_them_off_tiesto_remix,/scratch/mk9649/datasets/beatsdataset_yt/BigRoom/BigRoom013__bastille_send_them_off_tiesto_remix.mp3,BigRoom
BigRoom014__bingo_players_out_of_my_mind_zookeper_remix,/scratch/mk9649/datasets/beatsdataset_yt/BigRoom/BigRoom014__bingo_players_out_of_my_mind_zookeper_remix.mp3,BigRoom
BigRoom015__blasterjaxx_big_bird_extended_mix,/scratch/mk9649/datasets/beatsdataset_yt/BigRoom/BigRoom015__blasterjaxx_big_bird_extended_mix.mp3,BigRoom
BigRoom016__blasterjaxx_marnik_heart_starts_to_beat_extended_mix,/scratch/mk9649/datasets/beatsdataset_yt/BigRoom/BigRoom016__blasterjaxx_marnik_heart_starts_to_beat_extended_mix.mp3,BigRoom
BigRoom017__bounce_inc_faith_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/BigRoom/BigRoom017__bounce_inc_faith_original_mix.mp3,BigRoom
BigRoom018__calvin_harris_disciples_how_deep_is_your_love_calvin_harris_r3hab_remix,/scratch/mk9649/datasets/beatsdataset_yt/BigRoom/BigRoom018__calvin_harris_disciples_how_deep_is_your_love_calvin_harris_r3hab_remix.mp3,BigRoom
BigRoom019__cedric_gervais_david_guetta_chris_willis_would_i_lie_to_you_extended,/scratch/mk9649/datasets/beatsdataset_yt/BigRoom/BigRoom019__cedric_gervais_david_guetta_chris_willis_would_i_lie_to_you_extended.mp3,BigRoom
BigRoom020__chardy_matt_watkins_kings_extended_mix,/scratch/mk9649/datasets/beatsdataset_yt/BigRoom/BigRoom020__chardy_matt_watkins_kings_extended_mix.mp3,BigRoom
BigRoom021__chicane_moya_brennan_saltwater_feat_moya_brennan_kryder_remix,/scratch/mk9649/datasets/beatsdataset_yt/BigRoom/BigRoom021__chicane_moya_brennan_saltwater_feat_moya_brennan_kryder_remix.mp3,BigRoom
BigRoom022__cuebrick_linney_apek_safe_didrick_remix,/scratch/mk9649/datasets/beatsdataset_yt/BigRoom/BigRoom022__cuebrick_linney_apek_safe_didrick_remix.mp3,BigRoom
BigRoom023__cuebrick_linney_apek_safe_jochen_miller_remix,/scratch/mk9649/datasets/beatsdataset_yt/BigRoom/BigRoom023__cuebrick_linney_apek_safe_jochen_miller_remix.mp3,BigRoom
BigRoom024__d_wayne_jack_mcmanus_love_again_feat_jack_mcmanus_kiida_remix,/scratch/mk9649/datasets/beatsdataset_yt/BigRoom/BigRoom024__d_wayne_jack_mcmanus_love_again_feat_jack_mcmanus_kiida_remix.mp3,BigRoom
BigRoom025__d_wayne_jack_mcmanus_love_again_feat_jack_mcmanus_regilio_trilanes_arena_remix,/scratch/mk9649/datasets/beatsdataset_yt/BigRoom/BigRoom025__d_wayne_jack_mcmanus_love_again_feat_jack_mcmanus_regilio_trilanes_arena_remix.mp3,BigRoom
BigRoom026__dan_domino_nasty_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/BigRoom/BigRoom026__dan_domino_nasty_original_mix.mp3,BigRoom
BigRoom027__dimitri_vegas_like_mike_martin_garrix_tremor_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/BigRoom/BigRoom027__dimitri_vegas_like_mike_martin_garrix_tremor_original_mix.mp3,BigRoom
BigRoom028__dnknn_artem_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/BigRoom/BigRoom028__dnknn_artem_original_mix.mp3,BigRoom
BigRoom029__do_dash_berlin_heaven_feat_do_club_mix,/scratch/mk9649/datasets/beatsdataset_yt/BigRoom/BigRoom029__do_dash_berlin_heaven_feat_do_club_mix.mp3,BigRoom
BigRoom030__doublev_formal_one_capoeira_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/BigRoom/BigRoom030__doublev_formal_one_capoeira_original_mix.mp3,BigRoom
BigRoom031__duane_harden_merk_kremont_dannic_music_feat_duane_harden_extended_mix,/scratch/mk9649/datasets/beatsdataset_yt/BigRoom/BigRoom031__duane_harden_merk_kremont_dannic_music_feat_duane_harden_extended_mix.mp3,BigRoom
BigRoom032__dubvision_justin_oh_under_the_stars_extended_mix,/scratch/mk9649/datasets/beatsdataset_yt/BigRoom/BigRoom032__dubvision_justin_oh_under_the_stars_extended_mix.mp3,BigRoom
BigRoom033__exodus_wallstreet_hawkboy_boom_feat_hawkboy_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/BigRoom/BigRoom033__exodus_wallstreet_hawkboy_boom_feat_hawkboy_original_mix.mp3,BigRoom
BigRoom034__fully_charged_release_me_extended_mix,/scratch/mk9649/datasets/beatsdataset_yt/BigRoom/BigRoom034__fully_charged_release_me_extended_mix.mp3,BigRoom
BigRoom035__funk_machine_japaroll_japafunk_extended_mix,/scratch/mk9649/datasets/beatsdataset_yt/BigRoom/BigRoom035__funk_machine_japaroll_japafunk_extended_mix.mp3,BigRoom
BigRoom036__funky_craig_wakizashi_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/BigRoom/BigRoom036__funky_craig_wakizashi_original_mix.mp3,BigRoom
BigRoom037__garmiani_walshy_fire_voodoo_feat_walshy_fire_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/BigRoom/BigRoom037__garmiani_walshy_fire_voodoo_feat_walshy_fire_original_mix.mp3,BigRoom
BigRoom038__gate_21_galaxy_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/BigRoom/BigRoom038__gate_21_galaxy_original_mix.mp3,BigRoom
BigRoom039__hardwell_blasterjaxx_going_crazy_extended_mix,/scratch/mk9649/datasets/beatsdataset_yt/BigRoom/BigRoom039__hardwell_blasterjaxx_going_crazy_extended_mix.mp3,BigRoom
BigRoom040__hardwell_ww_get_down_extended_mix,/scratch/mk9649/datasets/beatsdataset_yt/BigRoom/BigRoom040__hardwell_ww_get_down_extended_mix.mp3,BigRoom
BigRoom041__hook_n_sling_galantis_love_on_me_galantis_misha_k_vip_mix,/scratch/mk9649/datasets/beatsdataset_yt/BigRoom/BigRoom041__hook_n_sling_galantis_love_on_me_galantis_misha_k_vip_mix.mp3,BigRoom
Breaks001__aggresivnes_bass_is_kicking_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/Breaks/Breaks001__aggresivnes_bass_is_kicking_original_mix.mp3,Breaks
Breaks002__ahee_next_level_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/Breaks/Breaks002__ahee_next_level_original_mix.mp3,Breaks
Breaks003__andypop_take_you_back_b_phreak_remix,/scratch/mk9649/datasets/beatsdataset_yt/Breaks/Breaks003__andypop_take_you_back_b_phreak_remix.mp3,Breaks
Breaks004__baymont_bross_call_to_god_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/Breaks/Breaks004__baymont_bross_call_to_god_original_mix.mp3,Breaks
Breaks005__bbk_dmoney_t_cube_projects_shadow_t_cube_projects_remix_t_cube_projects,/scratch/mk9649/datasets/beatsdataset_yt/Breaks/Breaks005__bbk_dmoney_t_cube_projects_shadow_t_cube_projects_remix_t_cube_projects.mp3,Breaks
Breaks006__bbk_ondamike_star_is_born_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/Breaks/Breaks006__bbk_ondamike_star_is_born_original_mix.mp3,Breaks
Breaks007__bbk_shade_k_maria_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/Breaks/Breaks007__bbk_shade_k_maria_original_mix.mp3,Breaks
Breaks008__bbk_shade_k_payn_da_billz,/scratch/mk9649/datasets/beatsdataset_yt/Breaks/Breaks008__bbk_shade_k_payn_da_billz.mp3,Breaks
Breaks009__bbk_shade_k_phone_call_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/Breaks/Breaks009__bbk_shade_k_phone_call_original_mix.mp3,Breaks
Breaks010__bennystylez_bryan_white_drop_you_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/Breaks/Breaks010__bennystylez_bryan_white_drop_you_original_mix.mp3,Breaks
Breaks011__better_kicks_phantazmo_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/Breaks/Breaks011__better_kicks_phantazmo_original_mix.mp3,Breaks
Breaks012__born_dirty_check_your_bell_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/Breaks/Breaks012__born_dirty_check_your_bell_original_mix.mp3,Breaks
Breaks013__boys_noize_rock_the_bells_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/Breaks/Breaks013__boys_noize_rock_the_bells_original_mix.mp3,Breaks
Breaks014__breaksmafia_let_me_in_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/Breaks/Breaks014__breaksmafia_let_me_in_original_mix.mp3,Breaks
Breaks015__breaksmafia_put_em_up_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/Breaks/Breaks015__breaksmafia_put_em_up_original_mix.mp3,Breaks
Breaks016__bubble_couple_play_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/Breaks/Breaks016__bubble_couple_play_original_mix.mp3,Breaks
Breaks017__colombo_fly_by_night_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/Breaks/Breaks017__colombo_fly_by_night_original_mix.mp3,Breaks
Breaks018__colombo_forever_west_flavored_remixes_vol_5,/scratch/mk9649/datasets/beatsdataset_yt/Breaks/Breaks018__colombo_forever_west_flavored_remixes_vol_5.mp3,Breaks
Breaks019__common_underground_27_calibre_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/Breaks/Breaks019__common_underground_27_calibre_original_mix.mp3,Breaks
Breaks020__crawford_life_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/Breaks/Breaks020__crawford_life_original_mix.mp3,Breaks
Breaks021__daze_prism_react_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/Breaks/Breaks021__daze_prism_react_original_mix.mp3,Breaks
Breaks022__diggabeatz_the_wind_up_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/Breaks/Breaks022__diggabeatz_the_wind_up_original_mix.mp3,Breaks
Breaks023__dirty_kicks_wes_smith_shake_that_dj_fixx_remix,/scratch/mk9649/datasets/beatsdataset_yt/Breaks/Breaks023__dirty_kicks_wes_smith_shake_that_dj_fixx_remix.mp3,Breaks
Breaks024__disaster_beats_rock_the_party_yo_speed_remix,/scratch/mk9649/datasets/beatsdataset_yt/Breaks/Breaks024__disaster_beats_rock_the_party_yo_speed_remix.mp3,Breaks
Breaks025__disperto_certain_ragga_shudder_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/Breaks/Breaks025__disperto_certain_ragga_shudder_original_mix.mp3,Breaks
Breaks026__dj_fixx_drizzle_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/Breaks/Breaks026__dj_fixx_drizzle_original_mix.mp3,Breaks
Breaks027__dj_icey_everything_gonna_be_just_fine_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/Breaks/Breaks027__dj_icey_everything_gonna_be_just_fine_original_mix.mp3,Breaks
Breaks028__dj_icey_raeann_how_long_feat_raeann_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/Breaks/Breaks028__dj_icey_raeann_how_long_feat_raeann_original_mix.mp3,Breaks
Breaks029__dj_rashad_dj_paypal_nick_hook_us_nasty_nigel_3_feat_dj_rashad_dj_paypal_nasty_nigel_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/Breaks/Breaks029__dj_rashad_dj_paypal_nick_hook_us_nasty_nigel_3_feat_dj_rashad_dj_paypal_nasty_nigel_original_mix.mp3,Breaks
Breaks030__dread_mc_young_h_strip_again_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/Breaks/Breaks030__dread_mc_young_h_strip_again_original_mix.mp3,Breaks
Breaks031__evil_nine_your_girl_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/Breaks/Breaks031__evil_nine_your_girl_original_mix.mp3,Breaks
Breaks032__eztereo_demons_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/Breaks/Breaks032__eztereo_demons_original_mix.mp3,Breaks
Breaks033__eztereo_flow_you_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/Breaks/Breaks033__eztereo_flow_you_original_mix.mp3,Breaks
Breaks035__firestar_soundsystem_dat_booy_tho_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/Breaks/Breaks035__firestar_soundsystem_dat_booy_tho_original_mix.mp3,Breaks
Breaks036__fm_3_holla,/scratch/mk9649/datasets/beatsdataset_yt/Breaks/Breaks036__fm_3_holla.mp3,Breaks
Breaks037__freq_boutique_check_this,/scratch/mk9649/datasets/beatsdataset_yt/Breaks/Breaks037__freq_boutique_check_this.mp3,Breaks
Breaks038__freq_boutique_get_tipsy_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/Breaks/Breaks038__freq_boutique_get_tipsy_original_mix.mp3,Breaks
Breaks039__guau_turn_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/Breaks/Breaks039__guau_turn_original_mix.mp3,Breaks
Breaks040__hankook_drop_the_bass_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/Breaks/Breaks040__hankook_drop_the_bass_original_mix.mp3,Breaks
Breaks041__hedflux_superluminal_sound_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/Breaks/Breaks041__hedflux_superluminal_sound_original_mix.mp3,Breaks
Dance001__aeroplane_purple_disco_machine_sambal_extended_mix,/scratch/mk9649/datasets/beatsdataset_yt/Dance/Dance001__aeroplane_purple_disco_machine_sambal_extended_mix.mp3,Dance
Dance002__alan_walker_sing_me_to_sleep_marshmello_remix,/scratch/mk9649/datasets/beatsdataset_yt/Dance/Dance002__alan_walker_sing_me_to_sleep_marshmello_remix.mp3,Dance
Dance003__alex_guesta_mundian_to_bach_ke_alex_guesta_tribal_mix,/scratch/mk9649/datasets/beatsdataset_yt/Dance/Dance003__alex_guesta_mundian_to_bach_ke_alex_guesta_tribal_mix.mp3,Dance
Dance004__alok_bruno_martini_zeeba_hear_me_now_feat_zeeba_club_edit,/scratch/mk9649/datasets/beatsdataset_yt/Dance/Dance004__alok_bruno_martini_zeeba_hear_me_now_feat_zeeba_club_edit.mp3,Dance
Dance005__alvaro_the_partysquad_lights_out_club_mix,/scratch/mk9649/datasets/beatsdataset_yt/Dance/Dance005__alvaro_the_partysquad_lights_out_club_mix.mp3,Dance
Dance006__andrey_exx_the_man_with_the_red_face_ben_delay_remix,/scratch/mk9649/datasets/beatsdataset_yt/Dance/Dance006__andrey_exx_the_man_with_the_red_face_ben_delay_remix.mp3,Dance
Dance007__andrey_exx_elis_m_feeling_rapture_feat_mary_irene_andrey_exx_mix,/scratch/mk9649/datasets/beatsdataset_yt/Dance/Dance007__andrey_exx_elis_m_feeling_rapture_feat_mary_irene_andrey_exx_mix.mp3,Dance
Dance008__anjulie_boombox_cartel_quix_supernatural_feat_anjulie_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/Dance/Dance008__anjulie_boombox_cartel_quix_supernatural_feat_anjulie_original_mix.mp3,Dance
Dance009__apres_take_over_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/Dance/Dance009__apres_take_over_original_mix.mp3,Dance
Dance010__aquarian_dreams_love_tears_ben_delay_remix,/scratch/mk9649/datasets/beatsdataset_yt/Dance/Dance010__aquarian_dreams_love_tears_ben_delay_remix.mp3,Dance
Dance011__armand_van_helden_wings_extended_mix,/scratch/mk9649/datasets/beatsdataset_yt/Dance/Dance011__armand_van_helden_wings_extended_mix.mp3,Dance
Dance012__attlas_blood_work_extended_mix,/scratch/mk9649/datasets/beatsdataset_yt/Dance/Dance012__attlas_blood_work_extended_mix.mp3,Dance
Dance013__bassjackers_kshmr_sidnie_tipton_extreme_feat_sidnie_tipton_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/Dance/Dance013__bassjackers_kshmr_sidnie_tipton_extreme_feat_sidnie_tipton_original_mix.mp3,Dance
Dance014__ben_delay_my_game_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/Dance/Dance014__ben_delay_my_game_original_mix.mp3,Dance
Dance015__bob_marley_bolier_lvndscape_is_this_love_feat_lvndscape_feat_bolier_extended_mix,/scratch/mk9649/datasets/beatsdataset_yt/Dance/Dance015__bob_marley_bolier_lvndscape_is_this_love_feat_lvndscape_feat_bolier_extended_mix.mp3,Dance
Dance016__boombox_cartel_nghtmre_aftershock_boombox_cartel_vip,/scratch/mk9649/datasets/beatsdataset_yt/Dance/Dance016__boombox_cartel_nghtmre_aftershock_boombox_cartel_vip.mp3,Dance
Dance017__calvin_harris_disciples_how_deep_is_your_love_extended_mix,/scratch/mk9649/datasets/beatsdataset_yt/Dance/Dance017__calvin_harris_disciples_how_deep_is_your_love_extended_mix.mp3,Dance
Dance018__chicco_secci_cristian_marchi_remata_chicco_secci_tribe_extended_mix,/scratch/mk9649/datasets/beatsdataset_yt/Dance/Dance018__chicco_secci_cristian_marchi_remata_chicco_secci_tribe_extended_mix.mp3,Dance
Dance019__coldplay_seeb_hymn_for_the_weekend_seeb_remix,/scratch/mk9649/datasets/beatsdataset_yt/Dance/Dance019__coldplay_seeb_hymn_for_the_weekend_seeb_remix.mp3,Dance
Dance020__colin_carrell_party_jump_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/Dance/Dance020__colin_carrell_party_jump_original_mix.mp3,Dance
Dance021__croatia_squad_lika_morgan_make_your_move_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/Dance/Dance021__croatia_squad_lika_morgan_make_your_move_original_mix.mp3,Dance
Dance022__dante_klein_cheat_codes_let_me_hold_you_turn_me_on_extended_mix,/scratch/mk9649/datasets/beatsdataset_yt/Dance/Dance022__dante_klein_cheat_codes_let_me_hold_you_turn_me_on_extended_mix.mp3,Dance
Dance023__deorro_dycy_goin_up_feat_dycy_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/Dance/Dance023__deorro_dycy_goin_up_feat_dycy_original_mix.mp3,Dance
Dance024__diplo_dimitri_vegas_like_mike_hey_baby_feat_debs_daughter_radio_edit,/scratch/mk9649/datasets/beatsdataset_yt/Dance/Dance024__diplo_dimitri_vegas_like_mike_hey_baby_feat_debs_daughter_radio_edit.mp3,Dance
Dance025__disciples_daylight_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/Dance/Dance025__disciples_daylight_original_mix.mp3,Dance
Dance026__dj_snake_justin_bieber_let_me_love_you_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/Dance/Dance026__dj_snake_justin_bieber_let_me_love_you_original_mix.mp3,Dance
Dance027__dom_dolla_you_extended_mix,/scratch/mk9649/datasets/beatsdataset_yt/Dance/Dance027__dom_dolla_you_extended_mix.mp3,Dance
Dance028__dombresky_utopia_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/Dance/Dance028__dombresky_utopia_original_mix.mp3,Dance
Dance029__don_diablo_steve_aoki_lush_simon_bullysongs_what_we_started_feat_bullysongs_extended_mix,/scratch/mk9649/datasets/beatsdataset_yt/Dance/Dance029__don_diablo_steve_aoki_lush_simon_bullysongs_what_we_started_feat_bullysongs_extended_mix.mp3,Dance
Dance030__dustycloud_sometimes_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/Dance/Dance030__dustycloud_sometimes_original_mix.mp3,Dance
Dance031__dvbbs_cmc_gia_koka_not_going_home_feat_gia_koka_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/Dance/Dance031__dvbbs_cmc_gia_koka_not_going_home_feat_gia_koka_original_mix.mp3,Dance
Dance032__ephemerals_kungs_i_feel_so_bad_extended_mix,/scratch/mk9649/datasets/beatsdataset_yt/Dance/Dance032__ephemerals_kungs_i_feel_so_bad_extended_mix.mp3,Dance
Dance033__fatboy_slim_ninetoes_finder_hope_extended_mix,/scratch/mk9649/datasets/beatsdataset_yt/Dance/Dance033__fatboy_slim_ninetoes_finder_hope_extended_mix.mp3,Dance
Dance034__fedde_le_grand_rhythm_of_the_night_original_extended_mix,/scratch/mk9649/datasets/beatsdataset_yt/Dance/Dance034__fedde_le_grand_rhythm_of_the_night_original_extended_mix.mp3,Dance
Dance035__felix_leiter_be_free_extended_mix,/scratch/mk9649/datasets/beatsdataset_yt/Dance/Dance035__felix_leiter_be_free_extended_mix.mp3,Dance
Dance036__frey_good_times_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/Dance/Dance036__frey_good_times_original_mix.mp3,Dance
Dance037__frey_waxy_club_crusher_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/Dance/Dance037__frey_waxy_club_crusher_original_mix.mp3,Dance
Dance038__gabriel_angel_stu_g_sealed_wet_lips_feat_gabriel_angel_me_my_toothbrush_remix,/scratch/mk9649/datasets/beatsdataset_yt/Dance/Dance038__gabriel_angel_stu_g_sealed_wet_lips_feat_gabriel_angel_me_my_toothbrush_remix.mp3,Dance
Dance039__galantis_no_money_extended_mix,/scratch/mk9649/datasets/beatsdataset_yt/Dance/Dance039__galantis_no_money_extended_mix.mp3,Dance
Dance040__giacca_flores_last_night_a_dj_saved_my_life_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/Dance/Dance040__giacca_flores_last_night_a_dj_saved_my_life_original_mix.mp3,Dance
DeepHouse001__me_cape_coast_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/DeepHouse/DeepHouse001__me_cape_coast_original_mix.mp3,DeepHouse
DeepHouse002__adriatique_quadrivia_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/DeepHouse/DeepHouse002__adriatique_quadrivia_original_mix.mp3,DeepHouse
DeepHouse003__alex_kennon_last_call_karmon_remix,/scratch/mk9649/datasets/beatsdataset_yt/DeepHouse/DeepHouse003__alex_kennon_last_call_karmon_remix.mp3,DeepHouse
DeepHouse004__ante_perry_paji_diagonal_einmusik_remix,/scratch/mk9649/datasets/beatsdataset_yt/DeepHouse/DeepHouse004__ante_perry_paji_diagonal_einmusik_remix.mp3,DeepHouse
DeepHouse005__archie_hamilton_the_universe_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/DeepHouse/DeepHouse005__archie_hamilton_the_universe_original_mix.mp3,DeepHouse
DeepHouse006__armen_miran_heavenly_life_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/DeepHouse/DeepHouse006__armen_miran_heavenly_life_original_mix.mp3,DeepHouse
DeepHouse007__bas_roos_midnight_people_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/DeepHouse/DeepHouse007__bas_roos_midnight_people_original_mix.mp3,DeepHouse
DeepHouse009__boxed_in_forget_george_fitzgerald_remix_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/DeepHouse/DeepHouse009__boxed_in_forget_george_fitzgerald_remix_original_mix.mp3,DeepHouse
DeepHouse010__christian_prommer_johannes_brecht_voix_grave_johannes_brecht_version,/scratch/mk9649/datasets/beatsdataset_yt/DeepHouse/DeepHouse010__christian_prommer_johannes_brecht_voix_grave_johannes_brecht_version.mp3,DeepHouse
DeepHouse011__compuphonic_my_love_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/DeepHouse/DeepHouse011__compuphonic_my_love_original_mix.mp3,DeepHouse
DeepHouse012__cubicolor_fictionalise_lindstrom_prins_thomas_remix,/scratch/mk9649/datasets/beatsdataset_yt/DeepHouse/DeepHouse012__cubicolor_fictionalise_lindstrom_prins_thomas_remix.mp3,DeepHouse
DeepHouse013__dya_do_it_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/DeepHouse/DeepHouse013__dya_do_it_original_mix.mp3,DeepHouse
DeepHouse014__david_hohme_fear_less_hraach_remix,/scratch/mk9649/datasets/beatsdataset_yt/DeepHouse/DeepHouse014__david_hohme_fear_less_hraach_remix.mp3,DeepHouse
DeepHouse015__dayne_s_blind_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/DeepHouse/DeepHouse015__dayne_s_blind_original_mix.mp3,DeepHouse
DeepHouse016__dennis_ferrer_maniac_3000_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/DeepHouse/DeepHouse016__dennis_ferrer_maniac_3000_original_mix.mp3,DeepHouse
DeepHouse017__dilby_hubba_hideout_original_mix,/scratch/mk9649/datasets/beatsdataset_yt/DeepHouse/DeepHouse017__dilby_hubba_hideout_original_mix.mp3,DeepHouse
DeepHouse018__dinky_casa_axel_boman_dub_mix,/scratch/mk9649/datasets/beatsdataset_yt/DeepHouse/DeepHouse018__dinky_casa_axel_boman_dub_mix.mp3,DeepHouse
DeepHouse019__dino_lenny_doorly_the_magic_room_luke_solomons_live_forever_remix,/scratch/mk9649/datasets/beatsdataset_yt/DeepHouse/DeepHouse019__dino_lenny_doorly_the_magic_room_luke_solomons_live_forever_remix.mp3,DeepHouse
DeepHouse020__dj_vivona_le_noir_ed_ed_sasse_dark_remix,/scratch/mk9649/datasets/beatsdataset_yt/DeepHouse/DeepHouse020__dj_vivona_le_noir_ed_ed_sasse_dark_remix.mp3,DeepHouse
DeepHouse021__dusky_solomon_grey_long_wait_feat_solomon_grey_patrice_baumel_instrumental,/scratch/mk9649/datasets/beatsdataset_yt/DeepHouse/DeepHouse021__dusky_solomon_grey_long_wait_feat_solomon_grey_patrice_baumel_instrumental.mp3,DeepHouse
