zip_name,genre,clip_type,subfolder
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Drum_Loops/GS_ODS_140_Drums_03_Full_V2.wav,garage_dubstep,loop,GS_ODS_Drum_Loops
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Drum_Loops/GS_ODS_145_Drums_Full_V2.wav,garage_dubstep,loop,GS_ODS_Drum_Loops
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Drum_Loops/GS_ODS_140_Drums_03_Full_V1.wav,garage_dubstep,loop,GS_ODS_Drum_Loops
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Drum_Loops/GS_ODS_140_Drums_06_Full_V1.wav,garage_dubstep,loop,GS_ODS_Drum_Loops
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Drum_Loops/GS_ODS_140_Drums_06_Full_V2.wav,garage_dubstep,loop,GS_ODS_Drum_Loops
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Hat_Loops/GS_ODS_141_Hat.wav,garage_dubstep,loop,GS_ODS_Hat_Loops
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Hat_Loops/GS_ODS_140_Hat_06_V2.wav,garage_dubstep,loop,GS_ODS_Hat_Loops
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Hat_Loops/GS_ODS_140_Hat_06_V1.wav,garage_dubstep,loop,GS_ODS_Hat_Loops
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Hat_Loops/GS_ODS_137_Hat_V1.wav,garage_dubstep,loop,GS_ODS_Hat_Loops
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Hat_Loops/GS_ODS_140_Hat_02_V2.wav,garage_dubstep,loop,GS_ODS_Hat_Loops
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Hat_Loops/GS_ODS_137_Hat_V2.wav,garage_dubstep,loop,GS_ODS_Hat_Loops
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Hat_Loops/GS_ODS_140_Hat_02_V1.wav,garage_dubstep,loop,GS_ODS_Hat_Loops
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Hat_Loops/GS_ODS_140_Hat_04.wav,garage_dubstep,loop,GS_ODS_Hat_Loops
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Hat_Loops/GS_ODS_138_Hat.wav,garage_dubstep,loop,GS_ODS_Hat_Loops
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Hat_Loops/GS_ODS_140_Hat_05_V2.wav,garage_dubstep,loop,GS_ODS_Hat_Loops
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Hat_Loops/GS_ODS_140_Hat_05_V1.wav,garage_dubstep,loop,GS_ODS_Hat_Loops
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Hat_Loops/GS_ODS_140_Hat_03_V1.wav,garage_dubstep,loop,GS_ODS_Hat_Loops
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Hat_Loops/GS_ODS_140_Hat_03_V2.wav,garage_dubstep,loop,GS_ODS_Hat_Loops
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Hat_Loops/GS_ODS_140_Hat_01_V2.wav,garage_dubstep,loop,GS_ODS_Hat_Loops
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Hat_Loops/GS_ODS_145_Hat_V2.wav,garage_dubstep,loop,GS_ODS_Hat_Loops
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Hat_Loops/GS_ODS_140_Hat_01_V1.wav,garage_dubstep,loop,GS_ODS_Hat_Loops
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Hat_Loops/GS_ODS_145_Hat_V1.wav,garage_dubstep,loop,GS_ODS_Hat_Loops
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Top_Loops/GS_ODS_140_Top_06_V2.wav,garage_dubstep,loop,GS_ODS_Top_Loops
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Top_Loops/GS_ODS_140_Top_04.wav,garage_dubstep,loop,GS_ODS_Top_Loops
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Top_Loops/GS_ODS_140_Top_06_V1.wav,garage_dubstep,loop,GS_ODS_Top_Loops
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Top_Loops/GS_ODS_137_Top_V1.wav,garage_dubstep,loop,GS_ODS_Top_Loops
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Top_Loops/GS_ODS_137_Top_V2.wav,garage_dubstep,loop,GS_ODS_Top_Loops
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Top_Loops/GS_ODS_140_Top_02_V2.wav,garage_dubstep,loop,GS_ODS_Top_Loops
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Top_Loops/GS_ODS_140_Top_02_V1.wav,garage_dubstep,loop,GS_ODS_Top_Loops
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Top_Loops/GS_ODS_145_Top_V2.wav,garage_dubstep,loop,GS_ODS_Top_Loops
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Top_Loops/GS_ODS_145_Top_V1.wav,garage_dubstep,loop,GS_ODS_Top_Loops
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Top_Loops/GS_ODS_141_Top.wav,garage_dubstep,loop,GS_ODS_Top_Loops
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Top_Loops/GS_ODS_140_Top_05_V2.wav,garage_dubstep,loop,GS_ODS_Top_Loops
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Top_Loops/GS_ODS_140_Top_05_V1.wav,garage_dubstep,loop,GS_ODS_Top_Loops
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Top_Loops/GS_ODS_140_Top_01_V2.wav,garage_dubstep,loop,GS_ODS_Top_Loops
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Top_Loops/GS_ODS_140_Top_01_V1.wav,garage_dubstep,loop,GS_ODS_Top_Loops
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Top_Loops/GS_ODS_140_Top_03_V1.wav,garage_dubstep,loop,GS_ODS_Top_Loops
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Top_Loops/GS_ODS_138_Top.wav,garage_dubstep,loop,GS_ODS_Top_Loops
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Top_Loops/GS_ODS_140_Top_03_V2.wav,garage_dubstep,loop,GS_ODS_Top_Loops
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Kick_One_Shots/GS_ODS_Kick_15.wav,garage_dubstep,oneshot,GS_ODS_Kick_One_Shots
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Kick_One_Shots/GS_ODS_Kick_01.wav,garage_dubstep,oneshot,GS_ODS_Kick_One_Shots
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Kick_One_Shots/GS_ODS_Kick_14.wav,garage_dubstep,oneshot,GS_ODS_Kick_One_Shots
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Kick_One_Shots/GS_ODS_Kick_02.wav,garage_dubstep,oneshot,GS_ODS_Kick_One_Shots
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Kick_One_Shots/GS_ODS_Kick_16.wav,garage_dubstep,oneshot,GS_ODS_Kick_One_Shots
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Kick_One_Shots/GS_ODS_Kick_17.wav,garage_dubstep,oneshot,GS_ODS_Kick_One_Shots
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Kick_One_Shots/GS_ODS_Kick_03.wav,garage_dubstep,oneshot,GS_ODS_Kick_One_Shots
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Kick_One_Shots/GS_ODS_Kick_07.wav,garage_dubstep,oneshot,GS_ODS_Kick_One_Shots
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Kick_One_Shots/GS_ODS_Kick_13.wav,garage_dubstep,oneshot,GS_ODS_Kick_One_Shots
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Kick_One_Shots/GS_ODS_Kick_12.wav,garage_dubstep,oneshot,GS_ODS_Kick_One_Shots
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Kick_One_Shots/GS_ODS_Kick_06.wav,garage_dubstep,oneshot,GS_ODS_Kick_One_Shots
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Kick_One_Shots/GS_ODS_Kick_10.wav,garage_dubstep,oneshot,GS_ODS_Kick_One_Shots
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Kick_One_Shots/GS_ODS_Kick_04.wav,garage_dubstep,oneshot,GS_ODS_Kick_One_Shots
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Kick_One_Shots/GS_ODS_Kick_05.wav,garage_dubstep,oneshot,GS_ODS_Kick_One_Shots
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Kick_One_Shots/GS_ODS_Kick_11.wav,garage_dubstep,oneshot,GS_ODS_Kick_One_Shots
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Kick_One_Shots/GS_ODS_Kick_08.wav,garage_dubstep,oneshot,GS_ODS_Kick_One_Shots
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Kick_One_Shots/GS_ODS_Kick_20.wav,garage_dubstep,oneshot,GS_ODS_Kick_One_Shots
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Kick_One_Shots/GS_ODS_Kick_09.wav,garage_dubstep,oneshot,GS_ODS_Kick_One_Shots
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Kick_One_Shots/GS_ODS_Kick_19.wav,garage_dubstep,oneshot,GS_ODS_Kick_One_Shots
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Kick_One_Shots/GS_ODS_Kick_18.wav,garage_dubstep,oneshot,GS_ODS_Kick_One_Shots
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Vox/GS_ODS_Vox_04.wav,garage_dubstep,other,GS_ODS_Vox
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Vox/GS_ODS_Vox_02.wav,garage_dubstep,other,GS_ODS_Vox
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Vox/GS_ODS_Vox_03.wav,garage_dubstep,other,GS_ODS_Vox
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Vox/GS_ODS_Vox_01.wav,garage_dubstep,other,GS_ODS_Vox
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Closed_Hat_One_Shots/GS_ODS_Closed_Hat_16.wav,garage_dubstep,oneshot,GS_ODS_Closed_Hat_One_Shots
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Closed_Hat_One_Shots/GS_ODS_Closed_Hat_02.wav,garage_dubstep,oneshot,GS_ODS_Closed_Hat_One_Shots
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Closed_Hat_One_Shots/GS_ODS_Closed_Hat_03.wav,garage_dubstep,oneshot,GS_ODS_Closed_Hat_One_Shots
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Closed_Hat_One_Shots/GS_ODS_Closed_Hat_17.wav,garage_dubstep,oneshot,GS_ODS_Closed_Hat_One_Shots
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Closed_Hat_One_Shots/GS_ODS_Closed_Hat_01.wav,garage_dubstep,oneshot,GS_ODS_Closed_Hat_One_Shots
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Closed_Hat_One_Shots/GS_ODS_Closed_Hat_15.wav,garage_dubstep,oneshot,GS_ODS_Closed_Hat_One_Shots
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Closed_Hat_One_Shots/GS_ODS_Closed_Hat_14.wav,garage_dubstep,oneshot,GS_ODS_Closed_Hat_One_Shots
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Closed_Hat_One_Shots/GS_ODS_Closed_Hat_04.wav,garage_dubstep,oneshot,GS_ODS_Closed_Hat_One_Shots
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Closed_Hat_One_Shots/GS_ODS_Closed_Hat_10.wav,garage_dubstep,oneshot,GS_ODS_Closed_Hat_One_Shots
SMALL_SAMPLES/garage_dubstep-Ghost Syndicate - Odyssey ΓÇô Deep Dubstep & Future Garage Sample Pack/GS_ODS_Closed_Hat_One_Shots/GS_ODS_Closed_Hat_11.wav,garage_dubstep,oneshot,GS_ODS_Closed_Hat_One_Shots
